artistID	tagID
9603	261
9603	262
9865	16
9865	25
9865	202
9865	269
9980	16
9980	202
10402	182
10402	253
10402	259
10402	260
10402	261
10402	262
10404	182
10404	253
10404	259
10404	260
10404	261
10404	262
10406	182
10406	253
10406	259
10406	260
10406	261
10406	262
10748	88
10748	245
10748	247
10748	250
10748	271
10762	75
10762	245
10762	247
10762	249
10762	266
10762	271
10947	88
10947	245
10947	247
10947	250
10947	252
10947	254
10972	245
10972	248
10972	249
12049	242
12912	243
12912	244
12912	255
12912	264
12912	278
12921	241
12921	244
12921	264
13666	264
14124	251
14124	256
14124	257
14124	258
14378	245
14378	247
14378	250
14378	266
14378	271
14453	245
14453	248
14688	239
14688	240
14688	241
14688	243
14688	244
14925	240
14925	255
15995	242
16863	16
16863	109
16863	241
16863	246
16888	182
16888	253
16888	259
16888	260
16888	261
16888	262
17211	245
17211	247
17211	250
17211	266
17211	271
17703	16
17703	109
17703	241
17703	243
17703	246
17816	182
17816	253
17816	259
17816	260
17816	261
17816	262
18343	242
18571	182
18571	253
18571	259
18571	260
18571	261
18571	262
18637	182
18637	253
18637	259
18637	260
18637	261
18637	262
600	18
600	90
600	213
600	280
600	281
600	282
600	283
600	284
600	285
600	286
600	287
600	288
600	289
600	290
58	18
58	79
58	81
97	81
97	130
97	134
97	296
313	24
313	81
313	109
313	130
313	296
346	81
346	296
358	24
358	130
358	167
454	79
454	81
634	297
635	24
635	297
635	319
636	24
636	167
636	293
638	167
638	308
640	24
640	73
640	130
640	291
640	293
640	294
643	73
643	79
643	185
643	293
644	18
644	24
644	39
645	102
645	103
645	167
645	291
647	24
647	81
647	130
647	199
647	293
647	303
648	291
648	292
648	294
648	307
648	310
648	312
648	313
650	79
650	231
650	293
650	294
650	297
650	306
655	24
655	39
655	299
655	302
655	321
656	102
656	103
656	167
656	291
656	300
656	304
657	24
657	301
662	167
667	73
667	79
667	130
667	291
667	293
667	294
667	297
667	299
668	24
668	73
668	79
672	320
675	73
675	79
675	293
677	199
677	231
678	73
678	79
678	81
726	73
891	24
891	130
891	292
1045	73
1045	79
1379	18
1379	79
1379	81
1458	24
1458	130
1575	24
1575	79
1575	81
2303	130
2303	185
2303	231
2303	292
2303	299
2548	24
2548	130
2607	79
2607	109
2607	185
2645	24
2645	81
2645	292
2659	73
2659	78
3367	73
3367	78
3367	79
3367	109
3500	24
3500	130
4769	24
4769	39
4769	130
5151	24
5151	81
5151	130
5151	296
5151	321
5244	73
5244	78
5553	73
5553	79
5553	81
5553	134
5553	185
5591	24
5591	231
5726	24
5726	79
5726	81
5726	296
9844	167
9844	302
11571	81
11571	185
11571	296
11728	24
11728	79
11728	109
11728	134
12037	24
12037	185
12037	231
13361	24
13361	79
13361	231
13361	306
13440	301
13440	321
14265	73
14265	79
15914	24
15914	73
15914	79
15914	291
15914	297
16671	18
16671	79
16671	81
16671	199
16671	309
16917	24
16917	93
16917	231
16917	292
3716	200
3716	323
3716	324
3716	325
3716	326
389	23
722	90
722	327
752	341
752	343
1990	344
3504	59
3504	341
5067	178
11126	342
17450	15
17450	47
55	18
55	24
55	25
55	39
55	49
55	79
55	81
55	90
55	127
55	130
55	187
55	200
55	203
55	208
55	308
55	309
55	346
55	347
55	348
55	350
55	351
55	352
55	357
55	358
55	359
55	360
55	363
55	365
55	366
55	369
55	372
289	24
289	39
289	73
289	79
289	127
289	130
289	200
289	203
289	346
289	347
289	348
289	349
289	350
289	353
289	354
289	359
289	362
289	364
289	367
289	372
289	374
293	18
293	24
293	39
293	73
293	81
293	130
293	309
293	346
293	354
293	358
293	364
293	367
293	371
299	24
299	39
299	73
299	130
299	308
299	346
299	356
299	371
462	24
462	39
462	73
462	127
465	24
465	39
465	73
465	79
465	130
465	165
465	285
465	346
465	348
465	349
465	350
465	354
465	358
465	361
465	370
523	24
523	39
523	49
523	73
523	130
523	346
523	349
523	353
523	355
523	359
523	370
646	24
646	308
646	319
646	356
646	368
786	24
786	49
786	73
786	81
786	130
786	346
786	347
786	348
786	349
786	350
786	352
786	353
786	354
786	355
786	362
786	372
786	373
787	24
787	130
787	319
787	346
787	356
787	364
787	368
788	49
788	130
788	203
788	308
788	319
788	346
788	347
788	348
788	349
788	350
788	351
788	353
788	355
788	356
788	368
788	373
789	18
789	24
789	25
789	39
789	79
789	90
789	130
789	187
789	208
789	285
789	309
789	346
789	347
789	350
789	352
789	354
789	357
789	360
789	363
789	371
791	24
791	39
791	130
791	165
791	200
791	351
791	373
791	374
792	18
792	24
792	49
792	130
792	165
792	285
792	308
792	319
792	346
792	356
792	368
794	18
794	24
794	39
794	130
794	347
794	348
794	349
794	350
794	351
794	355
794	367
794	374
796	24
796	130
796	203
796	208
796	308
796	346
796	355
796	370
798	24
798	39
798	49
798	130
798	187
798	195
798	346
798	347
798	348
798	349
798	351
798	352
798	353
798	354
798	357
798	358
800	18
800	24
800	39
800	49
800	73
800	81
800	130
800	165
800	187
800	195
800	200
800	203
800	309
800	346
800	347
800	348
800	349
800	351
800	353
800	354
800	355
800	356
800	358
800	361
800	363
800	367
800	372
800	373
801	24
801	81
801	90
801	127
801	195
801	285
801	347
801	349
801	352
801	357
801	359
801	361
801	362
801	364
801	370
801	371
972	24
972	73
972	130
972	309
972	347
972	348
972	350
972	351
972	361
5235	24
5235	73
5235	308
8166	39
8166	309
18441	24
18441	73
18441	130
822	5
5970	377
6489	69
6489	311
27	32
72	61
152	387
159	25
159	73
162	191
599	72
599	79
599	80
599	192
631	33
631	390
751	14
751	391
852	16
852	79
852	182
855	78
855	229
856	170
860	170
860	397
861	275
862	13
862	88
862	309
863	88
863	394
875	179
880	18
880	86
883	82
883	190
884	188
1013	16
1013	25
1013	74
1013	395
1062	199
1062	396
1089	352
1089	388
1089	389
2542	393
3364	81
3364	181
3364	194
3449	392
3523	61
5603	91
5603	386
6130	189
12515	6
786	292
896	81
901	81
7193	39
67	209
155	24
155	209
157	24
157	209
157	401
157	402
157	403
192	209
289	24
289	209
292	24
292	209
292	400
294	400
295	209
325	405
329	24
329	209
349	24
349	167
350	24
350	30
350	399
350	404
352	24
352	195
352	399
354	24
354	30
455	24
455	127
455	209
476	24
476	321
476	399
531	167
531	195
786	400
800	24
800	195
906	24
906	195
906	399
911	24
5000	24
5000	195
173	426
511	73
511	285
511	407
511	412
511	421
917	1
917	127
917	285
917	386
917	407
917	412
917	415
919	386
919	407
919	417
922	285
922	419
923	285
923	407
925	127
925	413
925	419
925	421
926	285
926	386
926	406
926	407
926	411
926	414
926	420
927	76
927	127
927	386
927	406
927	407
929	1
929	285
929	406
929	411
930	408
931	1
931	72
931	127
931	406
931	409
932	127
934	91
934	386
934	413
935	73
935	406
935	409
935	436
935	437
938	406
943	76
943	91
943	386
943	407
943	426
190	78
389	443
423	81
546	81
614	446
769	442
951	72
961	134
964	79
964	424
976	441
1098	81
1246	78
2574	180
5485	445
7187	388
7506	440
9735	191
154	18
535	451
1002	484
1007	449
1024	483
1942	455
2531	16
2531	79
2531	191
2531	234
2531	352
2531	398
2624	387
2624	477
2673	452
3413	450
4214	25
4214	122
4214	181
4214	448
4214	479
4214	480
4214	481
7152	485
8790	18
8790	447
12726	352
13541	453
15690	482
55	366
333	486
466	24
466	492
679	493
687	487
687	490
687	491
704	489
1033	488
907	24
907	39
907	102
907	103
1055	73
2526	73
30	74
30	352
30	494
55	16
55	18
55	19
55	24
55	25
55	39
55	74
55	81
55	187
55	199
55	352
55	496
55	498
55	502
55	509
55	510
55	511
55	516
55	517
55	519
56	18
56	19
56	25
56	39
56	74
56	187
56	199
56	210
56	285
56	309
56	352
56	494
56	507
59	16
59	18
59	25
59	39
59	496
59	510
59	511
72	16
72	18
72	19
72	25
72	39
72	74
72	187
72	195
72	199
72	210
72	285
72	309
72	352
72	447
72	494
72	495
72	496
72	497
72	498
72	499
72	500
72	503
72	506
72	507
72	508
72	510
72	511
72	512
72	514
72	515
289	18
289	24
289	39
289	199
289	210
289	285
289	352
289	499
289	507
757	16
757	18
757	33
757	81
757	187
757	199
757	210
757	285
757	309
757	507
875	16
875	19
875	25
875	121
875	285
875	496
875	511
875	519
880	16
880	19
880	25
880	39
880	187
880	195
880	210
880	352
880	511
972	18
972	24
972	39
972	74
972	187
972	199
972	210
972	285
972	447
972	499
972	508
972	513
972	520
1001	16
1001	18
1001	19
1001	24
1001	25
1001	39
1001	74
1001	81
1001	187
1001	195
1001	199
1001	210
1001	285
1001	352
1001	494
1001	495
1001	496
1001	497
1001	498
1001	499
1001	500
1001	501
1001	502
1001	504
1001	505
1001	506
1001	508
1001	509
1001	511
1001	512
1001	515
1001	516
1001	517
1001	520
1028	17
1028	19
1028	24
1028	25
1028	74
1028	81
1028	187
1028	199
1028	285
1028	352
1028	494
1028	495
1028	499
1028	504
1028	506
1028	508
1028	510
1028	512
1028	513
1028	519
1028	520
1034	16
1034	18
1034	21
1034	24
1034	199
1034	210
1034	507
1060	17
1060	19
1060	25
1060	74
1060	187
1060	352
1060	494
1060	495
1060	497
1060	499
1060	504
1060	508
1060	510
1060	512
1060	514
1060	518
1061	14
1061	18
1061	21
1061	33
1061	187
1061	195
1061	210
1061	352
1061	447
1061	500
1061	507
1061	508
1062	16
1062	18
1062	74
1062	187
1062	199
1062	210
1062	494
1062	495
1062	499
1062	507
1062	513
1063	18
1063	19
1063	25
1063	39
1063	74
1063	494
1063	495
1063	496
1063	497
1063	498
1063	499
1063	502
1063	505
1063	510
1063	513
1063	515
1063	516
1063	517
1063	519
1063	521
1064	16
1064	18
1064	19
1064	24
1064	25
1064	39
1064	74
1064	187
1064	199
1064	285
1064	352
1064	494
1064	495
1064	496
1064	497
1064	498
1064	499
1064	500
1064	502
1064	504
1064	505
1064	509
1064	510
1064	512
1064	513
1064	515
1064	516
1064	517
1064	519
1064	520
1065	24
1065	25
1065	74
1065	187
1065	199
1065	210
1065	285
1065	494
1065	495
1065	500
1065	508
1065	513
1065	521
1066	210
1066	285
1066	507
1067	25
1067	74
1067	187
1067	494
1067	495
1067	498
1067	504
1067	506
1067	508
1067	512
1067	513
1067	520
1068	16
1068	19
1068	24
1068	25
1068	74
1068	81
1068	195
1068	285
1068	496
1068	497
1068	498
1068	499
1068	500
1068	502
1068	505
1068	510
1068	511
1068	512
1068	513
1068	515
1068	516
1069	16
1069	18
1069	25
1069	74
1069	187
1069	210
1069	352
1069	494
1069	495
1069	499
1069	512
1069	513
1069	520
1070	14
1070	16
1070	18
1070	81
1070	187
1070	210
1070	285
1070	499
1070	500
1070	507
1070	513
1070	520
1070	521
1074	16
1074	18
1074	24
1074	39
1074	74
1074	187
1074	285
1074	352
1074	494
1074	495
1074	504
1074	506
1076	16
1076	19
1076	24
1076	25
1076	39
1076	74
1076	81
1076	121
1076	195
1076	285
1076	496
1076	497
1076	498
1076	499
1076	502
1076	505
1076	508
1076	510
1076	511
1076	517
1076	519
1078	16
1078	18
1078	25
1078	33
1078	121
1078	187
1078	210
1078	285
1078	352
1078	447
1078	494
1078	499
1078	508
1078	513
1078	514
1079	16
1079	19
1079	25
1079	39
1079	81
1079	121
1079	195
1079	285
1079	352
1079	447
1079	496
1079	497
1079	498
1079	502
1079	510
1079	511
1079	513
1079	519
1080	17
1080	25
1080	74
1080	210
1080	285
1080	494
1080	495
1080	501
1080	502
1080	507
1080	508
1080	512
1080	514
1084	16
1084	18
1084	74
1084	187
1084	495
3441	14
3441	16
3441	18
3441	24
3441	25
3441	33
3441	74
3441	81
3441	121
3441	195
3441	285
3441	352
3441	447
3441	494
3441	496
3441	498
3441	499
3441	500
3441	508
3441	510
3441	511
3441	512
3441	513
4295	25
4295	39
4295	187
4295	210
4295	309
4295	352
4295	494
4295	503
4295	514
5483	16
5483	18
5483	25
5483	74
5483	121
5483	187
5483	195
5483	494
5483	495
5483	499
5483	511
5483	514
441	525
1093	285
1093	523
1094	199
1094	398
1095	500
1103	134
1103	216
1103	524
4111	523
183	85
188	76
233	61
234	170
418	87
614	170
964	387
1109	87
1109	536
1110	387
1111	537
1112	512
1112	526
1116	73
1117	526
1117	534
1119	73
1121	527
1123	535
1125	387
1125	528
1128	191
1130	527
1131	76
1133	191
1137	170
1137	528
1141	526
1141	529
1141	530
3481	387
4123	387
4636	32
9346	170
1146	83
1146	184
1154	139
1166	538
162	14
212	292
407	541
610	83
613	83
625	83
689	195
689	296
1123	30
1123	535
1123	544
1123	545
1835	15
1835	83
1954	33
2273	539
2292	83
2971	540
4285	1
4285	4
4285	32
4285	76
4285	542
4356	543
6546	78
7123	83
7352	83
8837	83
9779	83
9779	539
10891	83
11477	83
11477	85
11477	546
11477	547
12113	83
12115	83
13217	296
497	549
500	1
687	169
779	378
1180	180
1181	186
1185	178
1	552
7	555
8	552
65	554
154	554
190	554
217	551
233	555
234	554
267	550
271	550
276	550
374	552
475	553
617	550
619	550
622	551
752	551
1210	550
1229	551
1237	550
1390	551
1504	551
1618	550
1621	550
1622	550
1636	550
1929	552
1963	550
2251	550
2491	551
2493	551
2542	551
2698	550
2903	550
2909	550
2915	550
2931	550
3227	550
3293	551
3351	551
3531	551
3685	551
3688	551
4585	550
4970	551
6321	550
6387	553
8929	550
9394	553
10556	550
10676	551
10859	555
12755	550
65	231
182	370
229	370
982	370
9	61
9	562
9	563
9	570
9	571
9	572
9	576
9	577
9	580
9	595
9	597
10	563
11	563
11	567
13	9
